Protein.Group	Protein.Ids	Genes	proteomics_stem_cell_all	proteomics_stem_cell_sorted	proteomics_stem_cell_unsorted	proteomics_pooled	proteomics_human_islets
P63173	P63173	RPL38	83817.1	76921.2	87265.1	109090.1	84516.2
P63208	P63208	SKP1	23254.7	21873.3	23945.5	19433.5	21172.2
P63218	P63218	GNG5	9601	9630.4	9586.2		5945
P63220	P63220	RPS21	69352.4	58048.4	75004.4	140039.8	72006.9
P63241	P63241	EIF5A	116310	108486.8	120221.6	77961.3	125814.9
P63244	P63244	RACK1	176114	166152.2	181094.9	89863.7	177643.1
P63261	P63261	ACTG1	8606.8	8920.8	8418.4	14018.9	8644
P63272	P63272	SUPT4H1	23275.4	19044.7	25390.7	41437.7	16688.1
P63279	P63279	UBE2I	69084.6	63003.4	72125.3	45901.2	41425.7
P63302	P63302	SELENOW	7679.2	5455.8	8667.3		6214.4
P63313	P63313	TMSB10	14057.1	6372.5	17899.5	42273.7	6762.2
P67809	P67809	YBX1	58392.2	61757	56709.8	80260.6	47273
P67812	P67812	SEC11A	36332.3	38918.2	35039.4	88855.7	45437.1
P67870	P67870	CSNK2B	24089.6	22354.6	24957	29286.7	19936.7
P67936	P67936	TPM4	88048.6	61535.6	101305.1	210797	162700.1
P68032	P68032	ACTC1	242953	194995.5	266931.8	288226.3	243938.9
P68036	P68036	UBE2L3	61841	62000.4	61761.3	45763.8	41098.8
P68104	P68104	EEF1A1	1153227.8	1148353.2	1155665.1	767823.7	1341283.8
P68106	P68106	FKBP1B	10298.2	11591.1	9651.8	5206.8	4285.7
P68133	P68133	ACTA1	11455.5		11455.5	86751.9	9711.4
P68363	P68363	TUBA1B	1422.2	1324.2	1465.8		2494.3
P68366	P68366	TUBA4A	73265.5	71987.2	73904.6	64709.4	88618.9
P68371	P68371	TUBB4B	1556685.6	1537253.3	1566401.7	1628451.3	781988.5
P68400	P68400	CSNK2A1	37640.6	37690.5	37615.7	39836.6	35787.8
P68402	P68402	PAFAH1B2	222740.2	236253.3	215983.6	382410.7	237835.6
P68431	P68431	H3C1	1735554.1	1255257.2	1975702.5	1184303.3	1757935.8
P68543	P68543	UBXN2A	131.1	155.8	121.3	344.9	126.4
P68871	P68871	HBB	18070.6	28479.7	12866.1	348692.3	416102.7
P69891	P69891	HBG1					7050.8
P69905	P69905	HBA1	9744.7	15340.5	6946.8	166929.3	245323.7
P78310	P78310	CXADR	6959.7	6476.7	7201.2	7283.8	4922.3
P78316	P78316	NOP14	5605.6	5016.2	5900.3	9295.2	5540.2
P78318	P78318	IGBP1	7231.9	7621.8	7036.9	12912	7995
P78324	P78324	SIRPA	12896.6	15358.5	11911.9		6318.5
P78330	P78330	PSPH	34522	36269.2	33648.5	13509	16088.7
P78332	P78332	RBM6	6465.8	6454.9	6471.2	7926.8	5635
P78344	P78344	EIF4G2	42403.4	44802.5	41203.8	58572.1	40732.5
P78345	P78345	RPP38	49546.9	50059.2	49290.7	89427.8	47942.8
P78346	P78346	RPP30	7119.8	7140.4	7109.5	4232.8	5531.2
P78347	P78347	GTF2I	71977.2	68667.3	73632.2	56347.4	42805.7
P78352	P78352	DLG4	4287.4	4739.4	4040.9	5484.6	3616.6
P78356	P78356	PIP4K2B	9427.4	9068	9607.2	9791.4	6969.7
P78362	P78362	SRPK2	18367.2	19416	17842.8	13207.9	17316.6
P78364	P78364	PHC1	541.9	558.9	534.4	1627.1	425.1
P78368	P78368	CSNK1G2	3250.7	2934.5	3329.7	2988.1	3587.9
P78369	P78369	CLDN10	2562.4		2562.4	6646.9	2531.9
P78371	P78371	CCT2	166265.3	157537.5	170629.2	160621	155964
P78381	P78381	SLC35A2	4208.4	4894	3865.6	14202	9478.1
P78382	P78382	SLC35A1	824.6	859.7	807.1	1069.4	2069.4
P78383	P78383	SLC35B1	6995.4	8181.1	6521.1		10533.7
P78395	P78395	PRAME	13575.5	15279.4	12155.6	15207.3	8808.1
P78406	P78406	RAE1	30480.3	28951.2	31244.8	34169.7	27109.1
P78417	P78417	GSTO1	94029.8	82126.8	99981.3	251152.3	289072.9
P78426	P78426	NKX6-1	8134.1	7868	8267.2	5158.6	6182.2
P78524	P78524	DENND2B	1694.7	1596	1744.1	4030.4	2020.5
P78527	P78527	PRKDC	136754.3	132800.5	138731.2	73414.1	93858.5
P78536	P78536	ADAM17	3149	2670.3	3308.6	5402.4	4908.2
P78537	P78537	BLOC1S1	9675.2	9286.1	9869.7	38363.7	11614.9
P78540	P78540	ARG2	24205.5	30478.2	21069.2	14788.9	16620.2
P78545	P78545	ELF3				2848.6	3225.1
P78549	P78549	NTHL1	3820.1	2861.2	4299.5	7113.5	2894.6
P78559	P78559	MAP1A	15888	19649.2	14007.3	29479.2	20495.1
P78560	P78560	CRADD	5247.9	5038.8	5352.5	11415	5272.5
P78563	P78563	ADARB1	2097.3	1925	2200.7		2524.5
P80188	P80188	LCN2	3524.6	3524.6		11417	18443
P80217	P80217	IFI35	3852.3	3292.6	4020.2	12824	8629.6
P80303	P80303	NUCB2	14219.2	16537	13060.4	94753.9	28661.4
P80404	P80404	ABAT	57988.8	50084.3	61941.1	210539.3	201902.2
P80723	P80723	BASP1	16541.4	18300.6	15661.8	8059.8	1604.2
P81274	P81274	GPSM2	1533.5	1797	1423.8	2307.1	1189.7
P81605	P81605	DCD	14186	19571.4	11493.3	58975.3	14316.1
P81877	P81877	SSBP2	6540	6170	6725	7303.1	6824.7
P82094	P82094	TMF1	7519.7	7567.9	7495.6	21655.4	13461.7
P82650	P82650	MRPS22	22420.2	20786.2	23237.2	26500.9	26124
P82663	P82663	MRPS25	12702.5	11110.5	13498.5	13195.9	12951.2
P82664	P82664	MRPS10	9134	7749.3	9826.4	17046	10241.4
P82673	P82673	MRPS35	5194.9	4952	5316.4	6481.1	6312.9
P82675	P82675	MRPS5	5872	5158.4	6228.9	8224	6155.8
P82909	P82909	MRPS36	12759.4	9375.3	14451.5	37604.9	13890.6
P82912	P82912	MRPS11	10243	9320.5	10704.2	31906.2	11306.8
P82914	P82914	MRPS15	22097.6	20749.9	22771.5	22273.1	24428.8
P82921	P82921	MRPS21	11353.6	9459.1	12300.8	13627.2	13070.9
P82930	P82930	MRPS34	28220.7	26140.7	29260.7	38451.8	31919.2
P82932	P82932	MRPS6	5975.7	5979.9	5973.6	20108.1	6483.4
P82933	P82933	MRPS9	15330.6	14531.3	15730.2	20483.7	17791.2
P82970	P82970	HMGN5	9237	8712.6	9499.2	52995.2	12454.6
P82979	P82979	SARNP	94653.3	82937.9	100511	83087.9	71799.5
P82980	P82980	RBP5				14014.8	10144.4
P83111	P83111	LACTB	15697.5	17013.1	15039.7	14030.1	10882.8
P83436	P83436	COG7	14381.4	14823.2	14160.5	28014.4	23998.6
P83731	P83731	RPL24	68785.3	60856.6	72749.6	86656.5	78709.5
P83881	P83881	RPL36A	9924.5	11419.3	9497.4	17208.5	11675.5
P83916	P83916	CBX1	55554.9	48824	58920.3	39212.5	40055.6
P84022	P84022	SMAD3	3310.3	2223.1	3903.4	6613.9	5537.2
P84085	P84085	ARF5	144213	157187.7	137725.7	82723.3	119939.8
P84090	P84090	ERH	86311.2	63998	97467.8	81379.7	58341.3
P84095	P84095	RHOG	12981.2	12937.4	13003.2	28826.7	23102.4
P84098	P84098	RPL19	222451.1	178870.7	244241.3	347797.7	254856.3
P84101	P84101	SERF2	4802.5	3954.7	5932.9	6121.4	5010.1
P84103	P84103	SRSF3	186918.1	175577.7	192588.3	189800.8	141639.6
P84157	P84157	MXRA7	3409.3	3688.2	3353.5	18733.4	7708.3
P85037	P85037	FOXK1	31809.8	29590.7	32919.3	23676.1	27158.1
P85298	P85298	ARHGAP8	308.3		308.3		254.7
P86790	P86790	CCZ1B	15813.6	17020.8	15210	11839.1	14716.5
P98082	P98082	DAB2	2997.7		2997.7	4950.3	3382.2
P98153	P98153	DGCR2	1818.2	1639.9	1996.5		1579.9
P98155	P98155	VLDLR	10784.6	13129.6	9612.1	7770.4	7926.5
P98160	P98160	HSPG2	22621.4	9327.1	29268.5	17449.8	13753
P98170	P98170	XIAP	7349.2	7126.3	7460.7	6061.4	9909.7
P98172	P98172	EFNB1	1832.3	1692.6	1902.2	1386.7	1007.8
P98173	P98173	FAM3A	3850.9	4056.4	3736.8	6653.1	7757.4
P98174	P98174	FGD1	631.7	651.3	623		263
P98175	P98175	RBM10	26748.8	27241.7	26502.4	37177.9	18480.8
P98179	P98179	RBM3	49524.5	52736.6	47918.5	96975	58740
P98194	P98194	ATP2C1	10221.8	11542.3	9561.6	17746.9	16027.3
P98196	P98196	ATP11A	3937.7	4040.2	3881.8	7832.9	4098
P99999	P99999	CYCS	167509.2	141562.3	180482.7	153282.3	104723.3
Q00013	Q00013	MPP1	19547.2	22473.8	18083.9	28940	20151
Q00059	Q00059	TFAM	49758.1	36642.5	56316	159501.3	72531.1
Q00169	Q00169	PITPNA	24668.1	27910.1	23047.1	25223.2	25440
Q00266	Q00266	MAT1A	20136.2	15285.5	22341	16553	11299.7
Q00325	Q00325	SLC25A3	895695.6	858838.5	914124.2	391858	1060448.3
Q00341	Q00341	HDLBP	52436.9	54444.3	51433.3	104897.2	64490.5
Q00403	Q00403	GTF2B	6960.5	7566.8	6657.3	6369.3	5447.9
Q00534	Q00534	CDK6	9820.5	7481.2	10990.1	7081.8	9676.3
Q00535	Q00535	CDK5	31408.8	34943.8	29641.3	18082.4	16795.5
Q00536	Q00536	CDK16	2610.2	2397	2674.2	3286.3	2455.6
Q00577	Q00577	PURA	36107.2	33880.5	37220.5	165840	152000.5
Q00587	Q00587	CDC42EP1	3576.6	1021.3	3896.1	11617.9	7803.3
Q00610	Q00610	CLTC	241117.6	255104.2	234124.3	244132.7	296319.4
Q00613	Q00613	HSF1	5388.7	5318.1	5424	7385.1	5822.3
Q00653	Q00653	NFKB2	8907.9	6775	9974.3	21155.4	17507.8
Q00688	Q00688	FKBP3	93354.7	94670.3	92696.8	105161.2	64608.9
Q00765	Q00765	REEP5	60922.7	64670.1	59049	122633	93822.1
Q00796	Q00796	SORD	223997.6	191185.2	240403.8	74217.7	81728
Q00839	Q00839	HNRNPU	557144.9	506772.7	582331	420724.3	439509.8
Q008S8	Q008S8	ECT2L	25725.9	26318.7	25429.5	40020.1	13014.8
Q00978	Q00978	IRF9	1378	1551	1291.5	1846.4	1542.5
Q01082	Q01082	SPTBN1	96839.2	87301.3	101608.1	122693.7	96786.9
Q01085	Q01085	TIAL1	91820.9	88114.6	93674.1	86746.5	65581.3
Q01101	Q01101	INSM1	20695.7	25512.6	18287.2	11989.1	11132.8
Q01105	Q01105	SET	117219.4	94751.4	128453.5	151499.4	81329.7
Q01130	Q01130	SRSF2	281553	284032.8	280313.1	144577	209760.4
Q01167	Q01167	FOXK2	12401.8	12986	12109.7	7928.2	10639.9
Q01201	Q01201	RELB	1828.7	979.2	1923.1		3020.7
Q01415	Q01415	GALK2	21233.9	21646.6	21027.6	69447.1	36797.3
Q01432	Q01432	AMPD3	22142.7	24706.1	20860.9	12592.7	24250
Q01433	Q01433	AMPD2	84117.8	95125.1	78614.1	97565.7	113862.6
Q01459	Q01459	CTBS	32561.2	26439.2	35622.2	15370	22565.3
Q01469	Q01469	FABP5	105742.1	108277.7	104474.3	79125.7	126303.5
Q01484	Q01484	ANK2	12868	15382.7	11610.6	9750.3	3200.2
Q01518	Q01518	CAP1	72863.5	78656.4	69967.1	81739.5	97560.2
Q01538	Q01538	MYT1	247.7	286.6	169.9		1705.6
Q01581	Q01581	HMGCS1	34274.4	47360.2	27731.6	8176.7	11459.4
Q01628	Q01628	IFITM3	4276.2	1521.8	5778.6	1095.2	15746.7
Q01650	Q01650	SLC7A5	12442	13677.7	11824.1	10072.2	13652.5
Q01658	Q01658	DR1	5161.9	4778.1	5353.8	11582.3	5967.8
Q01664	Q01664	TFAP4	187.7	189.5	187.2	311.7	145.4
Q01668	Q01668	CACNA1D				2088.4	2754.1
Q01740	Q01740	FMO1				3357	5074.1
Q01780	Q01780	EXOSC10	14898.1	14771.8	14961.3	10582.9	10520.4
Q01804	Q01804	OTUD4	5486.1	5300.8	5578.7	12491.4	9971.8
Q01813	Q01813	PFKP	47848.4	46608.4	48468.4	31433.4	37999.4
Q01814	Q01814	ATP2B2	317.9	313.2	319.8	922.6	880.3
Q01831	Q01831	XPC	6623.5	5844.9	7012.8	14867	8970.3
Q01844	Q01844	EWSR1	192610.1	174826.5	201501.9	295795	165403.8
Q01968	Q01968	OCRL	21080.1	23325.2	19957.6	38343.2	37404.8
Q01970	Q01970	PLCB3	5200.8	5180.8	5210.8	19772.7	6144.5
Q01973	Q01973	ROR1	5551.7	4331	6217.6	2240.7	3414
Q01974	Q01974	ROR2	3262.9	2460.4	3664.2	605.1	1800.2
Q01995	Q01995	TAGLN	10198.3	3543	13828.5	43155.3	63195.6
Q02040	Q02040	AKAP17A	43130	43469.3	42960.4	63006.3	43314.4
Q02078	Q02078	MEF2A	1949.5	1613.4	2024.2	3746.8	2792.1
Q02083	Q02083	NAAA	14659.4	13965.7	15006.2	15724.2	16355.3
Q02086	Q02086	SP2	1847.4	1815.2	1864.9	6096.2	2127.3
Q02108	Q02108	GUCY1A1	609.3		609.3	11949	8573.3
Q02127	Q02127	DHODH	6188.3	5800.5	6382.3	16644	11566.8
Q02153	Q02153	GUCY1B1	2952.5	3033	2904.2	13455.9	9420
Q02156	Q02156	PRKCE	3220.8	3606	3028.2	9696.4	4671.6
Q02218	Q02218	OGDH	108684.7	98872.4	113590.9	141415.7	137149.3
Q02252	Q02252	ALDH6A1	38170.6	28280.5	43115.7	88856.5	60095.2
Q02318	Q02318	CYP27A1	23698.5	23586.4	23754.6	22219.6	42268.2
Q02338	Q02338	BDH1	21140.3	17700.5	22860.3	24931.6	31182.4
Q02410	Q02410	APBA1	2667.6	2727.1	2640.6	4888.4	3567.3
Q02413	Q02413	DSG1	5378.8	9399.6	3368.4	4450.5	4532.6
Q02447	Q02447	SP3	5016.4	4843.3	5103	6106.4	4284.5
Q02487	Q02487	DSC2	57775.2	51014.1	61155.8	32093.9	48712.7
Q02539	Q02539	H1-1	7429	2938.8	9674.1	3545.1	2436.8
Q02543	Q02543	RPL18A	69586.3	62659.6	73049.7	43829.2	71838.6
Q02742	Q02742	GCNT1	10055.6	12582.3	8792.3	4519.8	6398.4
Q02750	Q02750	MAP2K1	30668.7	35164.4	28420.9	39903.2	43725.2
Q02790	Q02790	FKBP4	109263.6	105781.5	111004.7	97206.1	102889.5
Q02809	Q02809	PLOD1	15936.4	13144.1	17332.6	16046.7	7333.7
Q02818	Q02818	NUCB1	37305.8	41801.4	35058	71307.7	28903.6
Q02833	Q02833	RASSF7	1202.6	1319.1	1149.7	2560.3	1507
Q02878	Q02878	RPL6	264599.8	199259.2	297270.1	457402.7	292891.4
Q02880	Q02880	TOP2B	50338.6	43291.2	53862.4	32500	33364.5
Q02930	Q02930	CREB5	4142.7	4180.3	4117.7	4113.5	3927.8
Q02952	Q02952	AKAP12	10917.2	12368.4	10191.5	24603.2	18550.7
Q02978	Q02978	SLC25A11	177154.2	163913.8	183774.4	116788.1	191628.9
Q03001	Q03001	DST	9551.5	9470.3	9592.1	18938.5	16302.5
Q03013	Q03013	GSTM4	7277.8	5341.2	8246.2	8445.4	4256.2
Q03111	Q03111	MLLT1	6190.1	6442.7	6052.3	5918.1	6617.1
Q03112	Q03112	MECOM	11811.2	11176.3	12157.4		6191.8
Q03113	Q03113	GNA12	3574.5	3649.1	3537.2	5896.2	3103.7
Q03135	Q03135	CAV1	9408.6	9742.2	9218	50974.8	63344.2
Q03154	Q03154	ACY1	10995.9	9246.2	11870.7	9529.6	8019.2
Q03164	Q03164	KMT2A	2206.4	1778.6	2420.2	4422.5	2330.5
Q03167	Q03167	TGFBR3	1492.5	1492.5			5791.7
Q03169	Q03169	TNFAIP2	3235.3	2163.6	4307.1	5912.2	5120.7
Q03181	Q03181	PPARD	12422	16591.8	10337.1	3657.4	11448.8
Q03188	Q03188	CENPC	7001.1	6758.5	7122.4	13174.3	6098.4
Q03252	Q03252	LMNB2	158461.5	152853.5	161265.4	339930.7	263573.5
Q03393	Q03393	PTS	18159	22110.2	16183.3	24423.2	19799.6
Q03426	Q03426	MVK	27266.2	31429.2	25184.7	8313.9	9391.7
Q03468	Q03468	ERCC6	2843.1	2242.4	3143.4	2684.9	2622.2
Q03518	Q03518	TAP1	2334.7	2123.4	2398.1	9039.3	7315.4
Q03519	Q03519	TAP2	7230.3	10656.4	5517.2	12848.7	14530.4
Q03701	Q03701	CEBPZ	14172.7	13101	14708.5	11212.6	11921.8
Q04206	Q04206	RELA	11043.9	9690.4	11720.6	13972.9	16577.7
Q04323	Q04323	UBXN1	19648.8	17989.6	20478.4	19102.3	17478.8
Q04446	Q04446	GBE1	41867.1	44983.4	40308.9	43003.8	46274
Q04637	Q04637	EIF4G1	73044.6	77799.6	70667.1	88587.3	81040.7
Q04656	Q04656	ATP7A	6244	6194.6	6268.8	13181.8	7033.5
Q04695	Q04695	KRT17	14665.2	15231.8	14381.9	25504.1	30676.2
Q04724	Q04724	TLE1	15398.2	13096.5	16549.1	13739.8	12321.8
Q04725	Q04725	TLE2	1775.7	1924.2	1330	2522.7	1997.4
Q04726	Q04726	TLE3	9035.5	7010.8	10047.8	2891.4	1677.9
Q04759	Q04759	PRKCQ	2729.6	2647.1	2754.3		1830.7
Q04760	Q04760	GLO1	130247.8	122011.3	134366	95916.7	160200.3
Q04837	Q04837	SSBP1	195629.3	170034.8	208426.6	203520	200896.5
Q04864	Q04864	REL	3643.9	3777.3	3577.1	8701.2	4434.2
Q04917	Q04917	YWHAH	231246.2	248346.2	222696.2	357964.3	477392.1
Q04941	Q04941	PLP2	38388.5	40219.9	37472.8	69100.5	122863.6
Q05048	Q05048	CSTF1	29985.6	28472.7	30742.1	17144.7	20071.3
Q05084	Q05084	ICA1	7896.5	9304.4	7192.5	17611.4	8563
Q05086	Q05086	UBE3A	19469.6	18957.9	19725.4	23273.9	19009.6
Q05193	Q05193	DNM1	30446.8	36508.4	27415.9	47856.5	47190.7
Q05209	Q05209	PTPN12	8055.6	7287.6	8439.5	5435.4	6946.8
Q05329	Q05329	GAD2	22330.9	31105	17943.9	24149.2	70404.8
Q05397	Q05397	PTK2	14516.9	14698.4	14426.2	27567.3	18220.6
Q05469	Q05469	LIPE	1821.5	2664.8	1315.5		1964.2
Q05519	Q05519	SRSF11	23979.6	15977.5	27980.7	52802.1	20022.9
Q05639	Q05639	EEF1A2	102978.5	118474.1	95230.8	97166.1	210817.8
Q05655	Q05655	PRKCD	99221.1	96814.7	100424.3	59900.8	50639
Q05682	Q05682	CALD1	17948.2	14260	19792.4	78016.1	75837.6
Q05823	Q05823	RNASEL	1800.5	1862.7	1750.7	2974.6	2156.9
Q05932	Q05932	FPGS	960.3	933.6	969.2	1231.8	1367.1
Q05940	Q05940	SLC18A2	5296.2	3125.9	6743		8991.3
Q05BV3	Q05BV3	EML5	4220.9	5014.8	3427.1	10447.2	5995.1
Q05D32	Q05D32	CTDSPL2	2475.6	2390.5	2511.1	7877.7	2379.8
Q05DH4	Q05DH4	FAM160A1	1364.5	524.9	1532.4	2929.1	1940.7
Q06124	Q06124	PTPN11	29996.7	32749.7	28620.1	34234.8	33962.5
Q06136	Q06136	KDSR	2778	2318.4	3007.9	4718.9	5722
Q06141	Q06141	REG3A				7460.4	7056.2
Q06190	Q06190	PPP2R3A	3611.5	4438.4	3427.8	2629.8	3797.3
Q06203	Q06203	PPAT	16717.8	16940.1	16606.7	13885.6	11723.7
Q06210	Q06210	GFPT1	79552.4	78595.9	80030.6	137678.7	151699.4
Q06265	Q06265	EXOSC9	20275.8	20668.1	20079.6	11598	15403.8
Q06278	Q06278	AOX1	1336.6	1158.7	1455.2	25458.2	15943.3
Q06323	Q06323	PSME1	90327.1	79557.8	95711.8	92188.7	123049.5
Q06330	Q06330	RBPJ	7260.7	6529.4	7626.3	4223.8	3819.7
Q06413	Q06413	MEF2C	3428.1	2885.9	3518.5	2519	4405.5
Q06481	Q06481	APLP2	6582.4	5577.3	7001.1	9208.5	8141.3
Q06546	Q06546	GABPA	13759.1	12019.1	14629.1	52118.2	12777
Q06547	Q06547	GABPB1	7461.8	7157.2	7627.9	6820.2	5909.8
Q06587	Q06587	RING1	12867	12454.4	13073.3	20101.2	12651.5
Q06787	Q06787	FMR1	12993.6	12509.2	13235.8	17386.4	11826
Q06830	Q06830	PRDX1	480532.4	402862.2	519367.6	560531.7	500221.4
Q07002	Q07002	CDK18	1399.6	1001.8	1598.4	2592.4	1531.1
Q07020	Q07020	RPL18	159221.9	118567.9	179548.8	317725.7	188913
Q07021	Q07021	C1QBP	13578.6	9250.5	15742.7	27089	15174.4
Q07065	Q07065	CKAP4	79078.2	62840.7	87197	115703.3	86882.9
Q07075	Q07075	ENPEP				6194.8	10224.3
Q07157	Q07157	TJP1	23174	16568.4	26476.8	34866.2	25519.4
Q07352	Q07352	ZFP36L1	6480.6		6480.6	12852.3	11398.1
Q07617	Q07617	SPAG1	3372.3	4265.7	2925.5	7279.8	3621.9
Q07666	Q07666	KHDRBS1	180226.1	165902.3	187387.9	143025	106202
Q07812	Q07812	BAX	94864.8	102560.7	91016.9	69574.2	73996.8
Q07817	Q07817	BCL2L1	12135.3	15316	10544.9	13295.4	10450.5
Q07820	Q07820	MCL1	1752.1	1537.8	1849.6	3930.5	3004.2
Q07837	Q07837	SLC3A1				4860.6	5402.4
Q07866	Q07866	KLC1	26782.8	29695	25326.8	21677.5	20744.2
Q07889	Q07889	SOS1	28790.9	26839.1	29766.8	21178.6	24479.1
Q07890	Q07890	SOS2	3335.8	3220	3408.2		4397.8
Q07912	Q07912	TNK2	2878.4		2878.4		3290.8
Q07954	Q07954	LRP1	10723.4	9685.5	11242.4	15629.5	9825.8
Q07955	Q07955	SRSF1	255542.3	230346.3	268140.3	219687.7	204279.9
Q07960	Q07960	ARHGAP1	55092.8	57054.2	54112.2	72867.5	95274.4
Q08117	Q08117	TLE5	8089	7631.9	8317.5	7404.8	8488
Q08170	Q08170	SRSF4	37460.9	33498.1	39442.2	38600.4	28761.8
Q08174	Q08174	PCDH1	6368.2	7840	5632.3	7677	7458.4
Q08188	Q08188	TGM3	2673.1	4155.4	1684.9	3260.8	2120.6
Q08209	Q08209	PPP3CA	52403.3	58206.9	49501.5	74838.6	65083.2
Q08211	Q08211	DHX9	261321.3	263376.2	260293.9	125525.3	204496.5
Q08257	Q08257	CRYZ	58210.8	54041.1	60295.7	194878.7	255668.9
Q08289	Q08289	CACNB2	3458	3677.3	3348.3	2756.4	2244.2
Q08345	Q08345	DDR1	7069.8	7842	6683.7	3769.8	9783.6
Q08357	Q08357	SLC20A2	3048.3	3212.8	2966	4213.2	4866.4
Q08378	Q08378	GOLGA3	11113.2	10808.6	11265.5	24615.2	17060.1
Q08379	Q08379	GOLGA2	18675.8	19968.7	18029.4	41421.4	27909.4
Q08380	Q08380	LGALS3BP	91918.7	70708.1	102524	86417.6	89565.5
Q08426	Q08426	EHHADH	15497.4	19416.2	13538	24555.3	17372.9
Q08431	Q08431	MFGE8	25810.2	28452.7	24489	6073.5	12413.5
Q08495	Q08495	DMTN	13053.8	15006	12077.7	16718.4	12601.4
Q08499	Q08499	PDE4D	3973.2	4355.8	3764.5	4042.1	4233.3
Q08554	Q08554	DSC1	5531.5	8778.4	3583.3	8654.4	5132.2
Q08623	Q08623	PUDP	11510.4	9725.2	12402.9	7838.7	7288
Q08629	Q08629	SPOCK1	7827.9	7629.7	7926.9	3082.5	3356.1
Q08722	Q08722	CD47	18321.5	18829.3	18067.6	64052.8	38558.1
Q08752	Q08752	PPID	22241.5	22990.9	21866.8	14121.3	16371.4
Q08830	Q08830	FGL1				4108	3267.1
Q08945	Q08945	SSRP1	62140.2	54404.6	66008	46210.6	43101.6
Q08999	Q08999	RBL2	1504.8	1536.2	1489.1	3488.1	1861.2
Q08AD1	Q08AD1	CAMSAP2	29798.2	27481.8	30956.3	45024.8	32765.9
Q08AE8	Q08AE8	SPIRE1	1108.2	1172.1	1073.3	2517.4	1475.5
Q08AF3	Q08AF3	SLFN5					5973.7
Q08AI8	Q08AI8	MAB21L4	5131.8	6880.8	4177.7	17067.4	3675.5
Q08AM6	Q08AM6	VAC14	33093.2	36537.7	31371	17727.2	20468.4
Q08J23	Q08J23	NSUN2	29153	29971.7	28743.6	46609	30749.9
Q09019	Q09019	DMWD	1620.7	1765.5	1533.8	2125.5	1419
Q09028	Q09028	RBBP4	59665.4	53709.6	62643.3	48891.2	32328.9
Q09161	Q09161	NCBP1	27681.5	27068.6	27988	16170.5	21530
Q09328	Q09328	MGAT5	6571.7	7505.4	6104.8	3876.8	2858.6
Q09428	Q09428	ABCC8	13148.8	17338.9	11053.7	43146.8	32344.4
Q09472	Q09472	EP300	4901.8	4780.2	4962.6	6750.3	4329
Q09666	Q09666	AHNAK	12938.5	7299.4	15758.1	52800.5	46079.9
Q0IIM8	Q0IIM8	TBC1D8B	3332.5	3603.9	3209.1	8590.9	8122.3
Q0JRZ9	Q0JRZ9	FCHO2	7092.4	6383.4	7479.2	14828.2	10283.9
Q0P651	Q0P651	ABHD18	1131.6	1145.3	1127	1503.7	730.5
Q0PNE2	Q0PNE2	ELP6	2193.3	2179.6	2200.2	5243.8	3829.8
Q0VAF6	Q0VAF6	SYCN				34265.9	30451.8
Q0VDF9	Q0VDF9	HSPA14	13239.5	11703.7	14007.4	18914.6	11183
Q0VDG4	Q0VDG4	SCRN3	4489.9	4134.7	4608.3	11740.4	7734.8
Q0VF96	Q0VF96	CGNL1	3060.3	2722.6	3229.2	3370.6	1788.5
Q0VGL1	Q0VGL1	LAMTOR4	18253.3	17357.4	18701.2	15527.2	19318.5
Q0ZGT2	Q0ZGT2	NEXN	9645.1	5994.7	9977	10638.9	7367.7
Q10469	Q10469	MGAT2	5788.5	5905.2	5730.1	10682.9	7165.3
Q10471	Q10471	GALNT2	37167.5	31287.4	40107.6	47559.1	45806.2
Q10472	Q10472	GALNT1	13775.8	16372.8	12477.3	8805.4	10968.9
Q10567	Q10567	AP1B1	65221.7	76764.7	59450.2	63104.5	75307.3
Q10570	Q10570	CPSF1	18486	19038.1	18210	16134.1	13096.8
Q10588	Q10588	BST1					5424.2
Q10589	Q10589	BST2	5191.8	2736.5	5805.6	7824.8	7414.4
Q10713	Q10713	PMPCA	30716.9	29844.8	31153	27973.7	32780.8
Q11201	Q11201	ST3GAL1	3812.5	3318	4059.7	3537	3442.2
Q11206	Q11206	ST3GAL4	483.9	547.1	433.4	1516.3	819.6
Q12756	Q12756	KIF1A	42780.3	52043.2	38148.8	33922.5	33812.3
Q12765	Q12765	SCRN1	92128.7	105131.3	85627.4	126073.5	133882.5
Q12768	Q12768	WASHC5	15975.7	16293.9	15816.6	21407.4	20350
Q12769	Q12769	NUP160	25880.5	24805.9	26417.8	18125.1	23594.4
Q12770	Q12770	SCAP	2449	2542.5	2390.6		2415.3
Q12774	Q12774	ARHGEF5	3221.8	3441.9	3111.8	6305.9	4960.5
Q12778	Q12778	FOXO1	124.2	119.2	127.1	451.6	234.3
Q12788	Q12788	TBL3	9472.7	9357.9	9530.1	9544.3	9406.8
Q12789	Q12789	GTF3C1	14959.9	14744.4	15067.6	13962.9	10169.6
Q12791	Q12791	KCNMA1	6804.3	8365.3	6023.9	18430.7	8514.8
Q12792	Q12792	TWF1	39449.8	41875.5	38237	71889.5	54688.7
Q12797	Q12797	ASPH	19502.7	16534.6	20986.7	18904.3	20009.4
Q12800	Q12800	TFCP2	7252.8	7706.4	7026	6975.4	5920.6
Q12802	Q12802	AKAP13	5097.4	4750.4	5270.9	10126.2	6062.8
Q12809	Q12809	KCNH2	1211	1264.6	1193.1	1035.9	1583
